time,speed_kmh,i_true,i_meas,v_meas,true_soc,cc_soc,hybrid_soc,kf_soc,v_pred
178.000,0.00,-6.250,-6.175,12.8703,98.8723,98.8462,96.7870,99.1963,12.8722
179.000,0.00,-6.250,-6.193,12.8946,98.8807,98.8546,96.7954,99.1277,12.8768
180.000,0.00,-6.250,-6.267,12.8815,98.8890,98.8629,96.8037,99.2225,12.8874
181.000,0.00,-6.250,-5.995,12.8812,98.8974,98.8713,96.8120,99.2007,12.8891
182.000,0.00,-6.250,-6.167,12.9003,98.9057,98.8796,96.8204,99.3063,12.9008
183.000,0.00,-6.250,-6.025,12.8878,98.9140,98.8879,96.8287,99.2960,12.9041
184.000,0.00,0.000,0.019,12.8333,98.9223,98.8962,96.7035,99.1765,12.8239
185.000,0.00,0.000,0.123,12.8133,98.9223,98.8962,94.9706,99.1584,12.8240
186.000,0.00,0.000,0.155,12.8299,98.9223,98.8962,95.2629,99.2958,12.8302
187.000,0.00,0.000,0.225,12.8098,98.9223,98.8962,94.7306,98.9935,12.8210
188.000,0.00,0.000,0.078,12.8266,98.9223,98.8962,95.1417,99.1880,12.8315
189.000,0.00,0.000,0.029,12.8458,98.9223,98.8962,95.6152,99.3364,12.8389
190.000,0.00,0.000,0.098,12.8298,98.9223,98.8962,95.2820,99.0473,12.8300
191.000,0.00,0.000,0.054,12.8433,98.9223,98.8962,96.0720,99.4004,12.8441
192.000,0.00,0.000,0.045,12.8374,98.9223,98.8962,95.6434,99.1039,12.8358
193.000,0.00,0.000,0.041,12.8357,98.9223,98.8962,96.0200,99.2494,12.8422
194.000,0.00,0.000,0.171,12.8383,98.9223,98.8962,96.1974,99.2651,12.8424
195.000,0.00,0.000,0.156,12.8476,98.9223,98.8962,96.4643,99.3402,12.8465
196.000,0.00,0.000,0.252,12.8528,98.9223,98.8962,96.2156,99.1876,12.8414
197.000,0.00,0.000,0.083,12.8549,98.9223,98.8962,96.5194,99.2314,12.8464
198.000,0.00,0.000,0.182,12.8522,98.9223,98.8962,96.4199,99.1940,12.8451
199.000,0.00,0.000,0.229,12.8646,98.9223,98.8962,96.5510,99.2247,12.8468
200.000,0.00,6.250,6.232,12.7532,98.9223,98.8962,96.5661,99.0674,12.7615
201.000,0.00,6.250,6.473,12.7456,98.9140,98.8876,96.5575,99.0586,12.7560
202.000,0.00,6.250,6.341,12.7552,98.9056,98.8788,96.5487,99.2185,12.7612
203.000,0.00,6.250,6.367,12.7399,98.8973,98.8701,96.5400,99.0938,12.7549
204.000,0.00,6.250,6.420,12.7646,98.8889,98.8614,96.5313,99.2213,12.7567
205.000,0.00,6.250,6.334,12.7460,98.8806,98.8526,96.5225,99.1035,12.7521
206.000,0.00,6.250,6.254,12.7578,98.8722,98.8440,96.5139,99.1470,12.7531
207.000,0.00,6.250,6.368,12.7358,98.8639,98.8353,96.5052,99.1081,12.7486
208.000,0.00,6.250,6.348,12.7426,98.8555,98.8266,96.4965,98.9456,12.7420
209.000,0.00,6.250,6.286,12.7527,98.8472,98.8178,96.4877,99.0838,12.7461
210.000,0.00,6.250,6.430,12.7578,98.8389,98.8091,96.4791,99.0445,12.7415
211.000,0.00,6.250,6.326,12.7513,98.8305,98.8004,96.4704,99.1821,12.7462
212.000,0.00,6.250,6.350,12.7536,98.8222,98.7918,96.4617,98.8683,12.7342
213.000,0.00,6.250,6.250,12.7573,98.8138,98.7831,96.4530,99.1574,12.7442
214.000,0.00,6.250,6.379,12.7515,98.8055,98.7744,96.4443,99.1211,12.7401
215.000,0.00,6.250,6.238,12.7478,98.7971,98.7657,96.4357,98.9930,12.7367
216.000,0.00,6.250,6.310,12.7242,98.7888,98.7570,96.4270,98.8966,12.7315
217.000,0.00,6.250,6.296,12.7311,98.7804,98.7482,96.4181,98.8824,12.7303
